Name,Review_Date,Review,Owner_Response,Response_Date,Response
Subhajit Das,4 months ago,Service was not upto the mark. Had to wait for long. And food was not of that great quality. Though the BBQ Nation is couple of hundreds more but worth the money and the ambiance.,,,
Suresh Manne,5 years ago,"No variety in the Barbeque items, tasty but old and boring, live counters and main course are very limited. Parking to be taken care if it’s in the front side of building. Staff are very courteous in serving and ready to take customer inputs.",,,
Saurabh kumar sunny,6 years ago,"This is the one of the good place for barbecues in gachibowli.
Here buffet system where they ll serve you unlimited starters.
Starters:- In starter they have chicken, mutton, fish ... Barbecues. Taste is …",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look in to the area of improvement as …"
Sujana Bhuvanam,6 months ago,"Food was good.
Delaying the service a lot. Replacement of starters took more than 20 min each time. We called the staff many times and asked to serve but response and service …",,,
Chitra Ko Ghar,5 years ago,Service and people working here are awesome.  Food no doubt is great.. I somewhere felt that the taste of all the subjects were quite similar.  Couldn't make that difference. But yes I enjoyed a lot,Response from the owner,5 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
Srikanth Kodipyaka,2 years ago,"This is my second visit to this branch, as I am Veggie obviously will have limited choice.  Food taste was good in first visit, not that much good this time.  I suggest management to increase the menu items for veggies in starters, today it is very limited.",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
hari krish,3 months ago,"Same concept as all other BBQs
BBQ are not hot enough even though we waited for 30min
Service is not great we have to wait 5-10min just for spoon …",,,
Tejas Kshatriya,5 years ago,"Its good to spend some time with friends and family. Could have been some more better in starters and dessert quality,",Response from the owner,5 years ago,"Hi,

It's good to hear your feedback about our food and hospitality, …"
Naba Kumar Brahma,5 years ago,"I visited 4 or 5 times. The food was good at lunch time. Area is little small. if you are planning for team lunch and you have more than 20 people then you will face some problems, like they will allocate a place and after some time they …",,,
Reddi Yaswanth,3 years ago,Expected more. Totally dissapointed. Waiters were helpful and friendly but they dont have varieties available.,,,
VforVishy V,5 years ago,"It's just another barbecue place. Options are quite high but are average in taste. Veg starters are quite bland, just liked the corn kernels and veg kabab but nothing on the barbecue stuff. Non veg food was also ok. …",,,
Kaushani Roy Choudhury,5 years ago,"Was here last weekend with my friends.
Starting with the kebabs and grill.
They took a very long time to setup the grill after requesting a couple of …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
marikal ajay kumar,3 months ago,They have routine food and atmosphere and service is day by day getting slow and good taste is also getting worse.,,,
Sai Anirudh,3 months ago,We did visit with 40+ people but managed to dine on time. The place is bit stinky and smokey.,,,
chandu tadepalli,3 years ago,"Above Avg taste and service, 6-7 variety of non veg starters and  5 veg starters / Barbeque apart from main course. Must and should try Pan ice cream. "" 1010 for  two people both veg / Non veg "" Extra for  soft & Hard drink. Not as good as expected. Main draw back is time management / service.",,,
Stanley Jones,5 years ago,Number of variety food is high but the quality is little low the restaurant needs to work on it,Response from the owner,5 years ago,"Dear Guest

Thank you for reviewing us. We will indeed look in to the area of improvement as …"
Bhagyaraj Gowrigolla,4 years ago,Booked table for dinner. This time I am not completely satisfied with 3B's because of the items. Non veg starters are not hot. Later when we complained they managed some how. Taste wise there is no issues. I felt Service is little bit slow this time. Surprise birthday cake is good.,,,
rajit haridas,7 years ago,"It's a typical AB's and delivers everything it stands for. They did a small Brazilian Dance as well, we thought it was very entertaining :)",Response from the owner,7 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. …"
Roopesh Pachineelam,2 months ago,"Food is ok. Not many options. Live counter have only one person to serve. So, need to wait.",,,
ashish yadav,4 years ago,"Was expecting little more as compared to Barbeque nation.
Overall it was good, starter was not that great. Bringing in variety will help
Food was good. …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Mani Frndsss,5 years ago,"I was visited on Sunday
It was a very heavy rush
Around it take 1:40 minutes to get my table and get my food …",Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Surya Samantray,5 years ago,"Nice place for group parties, team lunch or dinner n birthday party celebrations. Food taste not that bad, need to improve the taste.",,,
Arvind Dwivedi,2 months ago,"There is too much hot AC is not working properly, food is good ,service is good",,,
Keerthi Dilip,7 years ago,One of the best dining place for groups as it is very close to the IT area at Gachibowli. Lunch buffet was just average but with a very good variety of starters from fried corn to chicken wings and more. The dahi bread served with starters …,,,
Khan Abubakar,8 months ago,"Internal atmosphere is average.
Lot of feedback given below. Before that i want to say thanks to staff, they given service to us. They helped us wherever we face any problem. …",,,
Himanshu Sharma,2 months ago,Don’t go on weekends. It’s fish market. They are unable to handle guests properly over the weekends.,,,
Binit Gutka,4 years ago,"Food is good but its very expensive... Ambience is also nice.
There are less waitors so the food serving is slow.
Taste of food is good. …",,,
Tapas Mohanty,6 months ago,Nothing different than other Barbeque buffets. But they have put in so many chairs and tables to earn more revenue that at one point it was suffocating. Service was prompt. Desserts are limited and okayish. Not much option in main course and they were okay. Better go for Saheb's barbeque.,,,
Rushi Venkatachalam,3 months ago,The food was ok. The chicken barbecue was hard. And tge number of diahes were just fine.,,,
Saumya Jose,7 months ago,"Visited this place on 28th February 2024. There is less options for vegetarian. Tried vegetarian food, there was only few options available including starters and main course. Methi Mutter and corn dishes were good. Rest of the dishes were …",,,
Preetham Reddy Kandukuru,8 months ago,"Place has lost its charm, food is ok but service earlier was excellent,  now it is declined. Even though food is good, but service also was one of the main principle earlier, i am not sure if management will take care of this",Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
surapaneni saikrishna,8 months ago,"Food was good, but service was very poor. Place was over crowded and service was too slow and they didn't care even though we were 13 member group. Starters were good",Response from the owner,8 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
padmavathi devi,5 years ago,Food is good but limited... mocktails are good here n even you can ask him to do the ice cream according your taste that is really interesting n it is called as cold stone ice cream,,,
Aniruddha Ganguly,5 years ago,Unfortunately same old same old.. .. I don't see anything new.. There are many similar food joints that are lesser strenuous on the pocket providing similar or even exceeding expectations (try flechazo).  Its about time they introduce …,Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. Thank you for reviewing us. …"
Biswajit Kaisth,6 months ago,"I felt it's little overrated!!
Only starters are good, and some of the desserts are good.
My biggest disappointment is from main course food and ambience.",,,
Navd M,4 years ago,Non-veg was very spicy. Very few items in buffet. Had to ask them every time to bring the other available items in starters. Desserts were good. And valet parking is available.,,,
Hrudesh Kumar,3 months ago,They may be rude to you to vacate the table stating that there are more customers waiting  but what can we say to them after paying up.,,,
Mohanaprakkash Muthu,5 months ago,"If you wish for quantiy , visit here. If you wish for quality in the same price go to some better Restaurant for ala carte",,,
Mohammad Naasir,6 years ago,"Nothing out of the world. Food is good. Waiters are too pushy for feedback. but I guess that's what they are asked to do. They will go over you while serving, sometimes dropping stuff on you or on your food.",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Sudheer G,2 years ago,"Food is good, especially starters are awesome.... Friendly staff.... Main course & desserts are not upto the mark, need improvement....",,,
Shiva Lakshman Javvaji,4 years ago,"Service and customer treatment is horrible. Being in this competitive world, they should provide a better customer experience and service which is laking. But the food is good.",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Shahazaad Mohammad,5 years ago,"Crowded place even in weekday lunches, staff was quite professional, taste is normal could have better",Response from the owner,5 years ago,"Dear Guest,

We sincerely apologize for the inconvenience caused.Thank you for reviewing us. …"
manikumar saladi,5 years ago,"*INR 500/-
Pro's
> mutton kheema tastes good. …",,,
Saikiran Ambati,6 months ago,"Food was average, in buffet we would get starters served based on waiter's choice. Not all grill items will be served to every table.",,,
INDUSAITEJA NADELLA,6 years ago,"The playlist was good but disappointed with the desserts, definitely a good place to hangout and enjoy the starters.",,,
Shashikanth Reddy Poreddy,2 years ago,Food taste was okay. Serving was delayed may be because it was on Sunday. Live food stalls are okay.,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Dinesh M,9 months ago,"Crowded area and uncomfortable seats, food is ok but service is little bit more to improve also the some places are not even clean. Orders will get too late. Staff will always remind u the time to make you hurry. So overall it is average.",Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Mahesh Bharadwaj,4 years ago,"Nice place to hangout with Friends in weekend , RestroBar with Music and i love the DJ AK man he made to rock the floor. Come Down Friend's and have fun. I8",,,
Mansoor Shaik,a month ago,"Slow service, not good chutneys for starters, no complimentary drinks..",,,
Samudrala Sudheer Kumar,7 months ago,"No complaints on food, as always its awesome.

But they try to oversell their service by asking is everything okay multiple times.",,,
sankalp moneesh,2 years ago,"Overall experience was average.
Mutton and prawn starters are not covered in the menu.
Grilled Pine apple and watermelon are also not covered. …",,,
utkalika mahapatra,2 months ago,"Food was okay, the efforts by the staff are commendable.",,,
Manoj Singh,a year ago,Very less starter options for a vegetarian as compared to other similar restaurants. …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Hritish,2 months ago,Very busy restaurant. The food is just average.,,,
KASTURI HEMANTH,2 years ago,Serving Service for starters was too good. Non Veg taste is excellent but veg is not that as expected. We have booked our table at 2PM but we were given table at 3PM and everything was closed by 4:30 PM and we did not get chance of eating …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Nidhi Purohit,a year ago,I have eaten at ABs many times since last 6-7 years. But their quality has gone downhill since last 1 year at-least for vegetarian option. There was no marination on tandoor malai broccoli and watermelon & pineapple. Very little marination …,Response from the owner,a year ago,"Dear Guest, That was an awesome review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again. Warm Regards Team ABs"
vinay khemka,11 months ago,This is just average Barbeque place.. so crowded.. food served were taking time.. there are so many better options in the city then this.. taste is not even average,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
nisha srivastava,a year ago,"Ab's used to be good but now it's complete business. Food is below average, extremely crowded, super late service, high cost, and very few starters for vegetarians. I went to a bday party there but I was highly disappointed. However, the …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Raja Hyd,9 months ago,Over crowded. Not much options for veggies. Not much options in drinks . Please come up with innovative dishes. Bbq nation is better alternative.,Response from the owner,9 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"""
Phani,3 years ago,"Good place, doesn't expect much of silence during weekends. Buffet has wide options (like 5 non-veg and 6 veg starters) but more or like all tastes similar. Good staff, always look for our satisfaction. Brought items as per requirement (if …",Response from the owner,3 years ago,"""Hi, Phani KY,

We are grateful for sharing this valuable suggestion. At AB’s, we greatly value …"
sridhar goud,a year ago,"Taste was really good and the good staff

I suggest not to go as we Found a big cockroach in the desert section and …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Venkata Gurava Reddy Butukuri,a year ago,Over crowded and managing is Worst. Plates /items are not available most of the time. Service is also took 15-20 mins for every barbeque item.  Even though we have reservation need to wait for 45 mins. The worst part taste is not good at all.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Ashok Indurthi,a year ago,"I felt they must have included more varieties other than just kebabs. The draught beer machine was not working on the day we visited. Beer point is too expensive, charged 70rs with 245 Rs..crazy.",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
JUST SANDY,7 months ago,Food is not so tasty. Expect good starters but failed at the buffet.,,,
srikar sanam,a year ago,"Although its having best taste than BN, they delay too much for serving the food. But the food quality and taste is awesome. And the music is a bit loud than that of required.",Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Manohar Reddy,a year ago,Place Was Too Much Crowded,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Yash Karan,2 years ago,"The service and all is good, However the quality of food has dropped. You mentioned there was shark steak in the buffet for the sea food festival, but the steak turned out to be bite sized cutlets with no sign of meat in them. The food festivals are absolutely disappointing. service is good as always. need to improve the food.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Bhargav,2 years ago,Long waiting period. Food is ok. But the service is terrible. Road side dhabas have much better service. The music (wishes) they play often for guests is disgusting. They could have invested in much better music system. Desserts are terrible. So is the buffet and main course.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Venu,5 years ago,"Visited for a corporate get together and food was ok. Though tight sitting space inside, ambiance was good. Not more options for Veg. parking space might be challenging during peak hours. Very less options for main course. Can accommodate …",,,
Hemanth Kumar,4 years ago,Food is average.. service is bad somewhat negligent..,,,
Nikunj Krishna Rayal,7 years ago,"A lot varieties of food, but average quality food. Much showy, less tasty. Food looks nice but of average taste.
All the Chefs were very nice and friendly. Every time they ask for some …",,,
Sathyapavan Ogirala,2 years ago,"Good Valet Parking
Decent ambience
Attentive Staff …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
sree bhargavi moganti,2 years ago,Was there as part of a group event. The food was okay. It was your average run-of-the-mill mill barbecue. But the service and general cleanliness were not the best. Asked for paper napkins three times and we got none. The roof directly …,,,
jann janu,4 years ago,Good place for gatherings and party's,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Jithendra Kumar Reddy,2 years ago,"We are a group of 14 members during our visit.
In the Vegetarian section, not many options are served as part of the Buffet, The likes are only for the crispy corn , and nothing else available.
Better to include few delicious Veg. starters  as well on Barbecue .",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Bipasha Sen,4 years ago,"The quality of food was okay. The staff were very friendly and courteous and always had a smile on their face. What I liked the least was the live counter which had open display of octopus, rabbit, duck meat. Even though I'm a non …",,,
Amal Sunny,a year ago,Only barbeques is ok and the pineapple barbecue is a must try. The buffet is just average. Good for parties and it's a little loud.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Mohammed Zaid Ul Ali (Samar),10 months ago,"A good place to eat till you’re full. However, the the quality of the food can be better.",Response from the owner,10 months ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Dnyanesh Mankar,7 years ago,"This place is good for group lunch/dinners. Based on my few visits, I can point out that the veg starters are just about okay. The non-veg starters are good. The main-course buffet is also quite decent. If one's not happy with the food, the …",,,
SUDIPTA DAS,5 years ago,"It's okay, spread is not that good if I look at the price, taste wise is also okayish.
Improvement areas are …",,,
Vasudev Sinha,8 years ago,"The starters were awesome, could not stop myself for a while.
The wish grill is something needs improvement on as all of them were having same spices, main course is something they need to work a lot. Dessert was so so. …",,,
Raja atreya,5 years ago,Cheaper buffet alternative to AB'S. However feel that off late they have compromised  both on taste of food and on customer satisfaction. Have visited earlier too but in the recent visit the dip in service and taste was clearly  apparent. …,,,
Saikiran Mahendrakar,7 years ago,"The Food options are many. But good only for one time visit. Recently I've been here in Sep 2017, I hated the food because the starters weren't yum but eating little itself made me feel full and i didn't even try main course. (mind that I …",Response from the owner,7 years ago,"Dear Guest

Thank you for reviewing us. We Indeed Look into the Area of Improvements as …"
Vishnu S,3 years ago,"Not great guys, first of all you have to widen the space. Need lot of improvements in space, customer service, taste and items.",,,
lohith reddy,4 years ago,"As me and my team visited to this restaurant for a buffet, we couldn't find the food as tasty or as hygienic . Even serving took lots of time and we didn't feel that it's not worthy of every penny... Need to improve ambience, customer service and hygiene food. They served the Soft drink contains lots of water(ThumbsUp)",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Ravikanth Koraveni,6 years ago,"if you go more than once here you start to notice that the services and the food is just ok and certainly not worth the rating it has and the things i hear about it all the time . As i said the food is just okay and ambiance is fine, but …",Response from the owner,6 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Shuchi,a year ago,"Golgappe were made up of fryms. In a 1000 rs buffet, they didn't arranged authentic golgappe which is sold at Rs 20 per 5 pieces on roads.  Please keep authentic recipes, else drop them off your menu",Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Chetan Shet,4 years ago,"It's a good place to hang out. You also can booze here. So, people have beer or other spirits with thier food while enjoying the company with their friends.
Food review, vegetarian options are less, vegetarian food needs to improve. The …",,,
Ravikumar,2 years ago,"Food quality is ok, but not great as it used to be. Price is ok for food provided. Very crowded place with tables packed close to each other. Very little place to walk. People keep bumping into each other. Air conditioning doesn’t work properly.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ramachandraiah Putta,6 years ago,"followed the rating on Zomato, went on Sunday, may be it's not the right day for that, didn't reached my expectations",,,
Mayur D,6 years ago,"This place has good food option but nothing special on barbecue specifically for vegetarians. Though they have reservations system, but asking someone to vacant the table as people who reserved table for next slot has arrived is not …",Response from the owner,6 years ago,"Dear Guest

Thank you for rating us. We indeed like to know the reason behind rating it …"
Vamsi Chatur,7 years ago,"Very nice place. Awesome food.
Obviously lot of rush. They need to staff more so they can be effective in service on time and also on valet parking. …",,,
Shyam Prasada Rao Vudata,5 years ago,"Not many varieties. Service is very good. When we didn't like the specific food items, they repeatedly put efforts in giving us something tasty. Although the resulting food is not so great, I really appreciate the patience of the staff!",,,
Sri Charita,7 years ago,"This place has a great variety of options but comparatively fewer options for vegetarians. The only starters you get served are corn, watermelon, paneer, mushrooms and bell pepper. The waiters try to give you food that you haven't asked for …",Response from the owner,7 years ago,"Dear Guest
Thank you for rating us. We indeed look forward to have you with us soon.
Team AB's"
Bhanu prakash,3 years ago,"1. Ambience needs to be improved alot. (Congestion, bad light are examples)
2. Service needs to be bit more fast.
3. Need to maintain washrooms neatly (currently they are worst.) Take this as …",,,
Syed Obaidullah Hussaini,8 years ago,"Distinctively famous for the wide range of meats they serve but does not stand up to the competition when they're cooked. The shark fish and seafood did Not taste good. Fortunately, the Wish Grill saved the day. The buffet was thorough with all typical Indian food. Overall a good experience.",,,
Jesh The,2 years ago,Attention which was at its best has reduced considerably. Even for cool drink order or to get menu they are taking too much time. Couple of them are not wearing masks while conversing. AB’s is losing its charm which it used to have during its inception in Hyderabad.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ravi Maggon,3 years ago,"Most of the kebabs we got on our table were burnt and had to ask to replace them. Also, the place feels overcrowded and unhygienic with no proper norms followed during covid times. Leave aside social distancing, tables are placed so close …",Response from the owner,3 years ago,"""Hi, Ravi Maggon,

We regret the inconveniences you have faced and request you to share your …"
Somok Sen,4 years ago,Quantity over quality. All the starters that were served had a similar taste. No difference in flavours or seasoning. Only the mutton raan was of some quality. The exotic meats section provided some good variety but again the preparations were okayish. Desserts were good and had a lot of variety.,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Lingutla Sandeep,5 years ago,"when we went there, start up are good and next items are average over all just statisfied with start up and not with next items. Ice creams are good. Good staff with best service facility and they give caps and bithday cake for birthday boy. Good place if you are giving birthday party.",Response from the owner,5 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
hruaiz,6 years ago,"I had never been to this place before but decided to dine as there was a Seafood Festival going on. We were imagining all kinds of seafood to be available as it was a marine food festival. We booked a table for two for 6:30pm, which is …",Response from the owner,6 years ago,"Dear Guest

Thank you for reviewing us. We indeed look forward to have you with us soon. Now …"
Amit Kulkarni,5 years ago,"Surprisingly today service was not at par, rather way below. Food was equally good, as always, but service. They forced us to be present by 12:15 (or lose reservation) but food wasn't ready until 1230. Fish starter came very late, and fish curry wasn't ready even when we left the restaurant",,,
Sureshraju Datla,4 years ago,"First and foremost, service is too slow. And the starters are not fresh and tasty. Not enough varieties of desserts and mocktail. Crowded and bad management. Music is okay, but not up to the mark. Need improvement a lot. Worst thing is no bears only whisky and beazer.",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Mohammed Arif,2 years ago,"Average setup and very crowded, they had arranged the seats tk accomodate max people due to which moving around for buffet makes very difficult. Food, BBQ are average need improvement in terms of quality and taste",Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Sandeep,6 years ago,"Very congested and the service is not that great. Yes, the cook and others will show you that they do care you and the food you want to have. But, the action will not show the same. Most of the time your starters will be unavailable. Except …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Venkatesh Sarikonda,3 years ago,"Starters: Fish, mutton and chicken kebabs were good.  Tandoori Chicken was salty, paneer was bland and rubbery. Pineapple was very good. Overall - 3.5 …",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Phani Praneeth N,a year ago,"Good place for team meetings or team lunch, service is good, food was disappointing but enjoyed starters and desserts, atmosphere is good but not so comfortable for seating and buffet maybe it would be good for service and bar. My overall rating for this place is 3/5",,,
Hydfood Addicts,3 years ago,"The quality of food has dropped down significantly! Although they tried their best, it just wasn't like before! The recipe of the prawns had changed, the paneer was bland and rubbery. The desserts were below avg, only the gulab jamun and …",Response from the owner,3 years ago,"Dear Guest,
Thank you for the review, we are sorry to hear that you didn't have a great experience while dining with us. If you could email us at …"
Diganta Bhaduri,7 years ago,"Good food, good ambience. Wide range of tasty starters.

Buffet spread was not sufficient and the space around the buffet area was very …",,,
Anuradha Khanapur,11 months ago,Average quality..starters were fine but main course and deserts were below Average.,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Chakresh Maheshwari,3 years ago,"Good food, highly crowded, poor service if I just mention in three words.
We went for Sunday lunch and it was highly crowded, and it seems servers were less than required and it was impacted their service. …",,,
Yogesh Tiwari,2 years ago,"Mostly I always prefer going to AB's for buffet lunch and dinner.

This time it was not a good experience of been there. Taste was not up to the …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Nischal Topno,6 years ago,"It's too crowded a place to enjoy your food. The taste of the kebabs in nothing to write about, and all of them taste the same. The staff on the other hand are very helpful and goes out of the way to satiate your taste buds... But then it's all on the chefs...",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
zainul abdin,3 years ago,"Reached the place around 10 pm on a Wednesday. Was told they already closing.
Pre pandemic visited a couple of times. Used to be crowded serving good food.
Social Distancing - 0 points
Staff wearing masks - 0 points",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Anirudh Sindol,3 years ago,"Never tried any Barbeque Restaurants earlier. This was my first and wasn't that impressed. Food was not that tasty. The best was Bhindi, Yes! I tried mutton kabab, fish, prawns, chicken leg piece, taste was average of these dishes. In main …",,,
Subhajit Roy,7 years ago,"This restaurant  focuses mainly on starters. They serve good numbers of  veg & non veg starters, and almost all of them are good in taste also (not in BBQ, you will get it serves on table). Liked all the starters. However, they don't have a …",,,
Preetham Reddy,5 years ago,"Starters were good but spread is tiny. It doesn't worth to quote above 700. May be 400 is max. Further, staff was not responsible. Overall 3 rating for a decent starter.",,,
manjeet singh,7 years ago,Even though this place is highly recommended on zomato etc. I found it to be just about ok. I visited ABs Gachibowli Maybe it might be due to the timing of my visit - lunch on a Sunday afternoon when the whole place was way too crowded. The …,,,
Kiran Nannapaneni,3 years ago,"Spicy starters, however some of them are served burnt. Paneer can be much softer. Service is good however not very safe during this pandemic time as no proper gloves are fully covered masks are worn.Desserts were tasty. Pan ice-cream was great.",,,
Ashwin Kumar Miriyala,2 years ago,"Went for a team outing. The last moment surprises that drinks are not available.
Served bears which are ready to expire.
Starters are fine but desserts are okaish.",,,
Nishant Saxena,6 years ago,"Wanted to give 3.5 but is isn't there. I am gonna write what I observed there, may be people will have different opinions but anyways here it goes - …",Response from the owner,6 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
ABHISHEK TOMAR,6 years ago,"Ambience of Gachibowli one is fairly good. Starters are show stealer over here and you can very well guide them according to your taste. In this amount of money, here one can eat up to neck. Main course needs improvement, but since no one …",Response from the owner,6 years ago,"Dear Guest
Thank you for reviewing us. We indeed look forward to have you with us soon. Now book through our APP and treat yourself Free on your 4th visit. Do Buzz our …"
Prabhu Kumar Ponnaganti,7 years ago,Visited here multiple times. Today we came here for team lunch. But I was not satisfied with the taste and spread by AB's.  Pani puri's were amazing here. Soup was horrible(veg sweet corn soup). It was very cold. Coming to starters taste was missing.  Deserts were completely let down.,,,
Leslie Kumar,5 years ago,"Good choice of food for the price.quick service and good dessert options in this unlimited buffet. The wish grill provides exposure to some uncommon meat as well. But most of the meat is either undercooked or overcooked, so you need to be …",Response from the owner,5 years ago,"Dear Guest

We sincerely apologize for the inconvenience caused. We are indeed concerned on …"
Anand Chakravarthy,7 years ago,Staff was courteous but service was slow and the place feels cramped. And i felt they served slower compared to their competitor. Maybe that is a strategy. The main barbeque offering in vegetarian was pretty limited and nothing new (nothing …,,,
girish koppula,5 years ago,"First if you are looking for great ambiance like I did then it's disaster. Second, food severed there has very limited options be it veg or non veg. Thrid, the service was worse initially and when we picked it up with one of the service …",,,
anusha myneni,3 years ago,Due to crowded yesterday I think they haven't managed a lot & food was not hot & not cooked properly,,,
Pavankumar Mudiraj G,6 years ago,Food is good for first time visitor. But it is more of boring for second visit. I hope they refresh menu at least once in every 3 months? And wish grill items lags traditional flavour.,Response from the owner,6 years ago,"Dear Guest
Thank you for reviewing us. We indeed look forward to have you with us soon. Now book through our APP and treat yourself Free on your 4th visit. Do Buzz our …"
Subhasis Panigrahi,7 years ago,"- Quality of food has declined over time.
- Don't fall for the early bird dinner discount, the food served is usually the lunch leftover. …",,,
Arun Kumar,4 years ago,You can get a non veg buffet at around 500 which is very well priced. Menu doesnt change much. Serving coordination needs to be improved as we had call them multiple times to serve missing items. …,,,
