Name,Review_Date,Review,Owner_Response,Response_Date,Response
Arti Singh,2 years ago,"We were longing to go to this place, after that we have tried all kinds of barbeque restaurants across the western suburbs, finally visited this place with my friends and family. I will be very honest, the food was OKAY compared to the …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Niv Shetye,3 years ago,It's a good place but the only thing missing is delicious food...Starter were gooood and delicious too some extent. But the service staff were not aware about the dish they were serving... They don't know whether it's fish or chicken...Need …,,,
Subin Tom,2 years ago,"Non veg Starters were good, main course was not that great, deserts were meh, options in deserts weren't good.
Service is good, people are good but for food i would prefer BBQ Nations anyday",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Jaden Serrao,2 years ago,The starters were Okay....the main course wasn't that great most of the dishes were either too salty or too bland....the deserts were ok ice cream was gr8 so overall a gr8 experience .Our  server ARPAN was excellent the service was excellent.....,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Ajay Gaikwad,9 months ago,"The ambiance and service is good, but the veg food option needs improvement.",Response from the owner,9 months ago,"Dear Guest, That was an valuable review! Thank you so much for your feedback on AB’s. Our efficient team and impeccable services are always ready to give you an exceptional dining experience. We hope you will soon give us a chance to serve you again. Warm Regards Team ABs"
Hitesh Sharma,3 years ago,Loved the Starters. Very very nice. And the desert part was also yumm. Didn't like the maincourse much.mutton and fish both felt slight tasteless.chicken was okay. …,,,
Arun R Maurya (Arjun),5 months ago,"Costlier side, introducing limited edition package will be beneficial",,,
Abhay Jadhav,4 years ago,3 starts for variety of food available but the taste is not upto mark. Only non veg starters were good. Desserts were very average. This must be the only place sucked at making tasty cheesecake.,,,
Jiten Bhardwaj,2 years ago,Bad place. Paneer atleast 4 days old at best. Or maybe even more. Non veg is also not note worthy. Overall veg dishes are nothing to praise about. You end up eating the same fried corn and barbaque mushroom for 843/-. One dessert called pan …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sameer Shaikh,2 years ago,Went with high expectations after checking the earlier reviews but was little disappointed. The starters lacked taste and were mostly dry.Main course was the same. Service was slow and not up to the mark. Extra point only for the variety they offer than other competitors.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Maad Shai,2 years ago,"Good place to hang out with friends for just on an odd Sunday.
However, if you want to enjoy Seafood & Love Starters then this is NOT the place for you. Same Menu from a year ago, for “Taste” ill give 1.5 Stars, and Boy! U …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shaikh M Ahmed,3 years ago,Good service but taste is not good,Response from the owner,3 years ago,"Dear Guest,
Thank you for the review, we are sorry to hear that you didn't have a great experience while dining with us. If you could email us at biju@absolute-barbecue.com …"
karamjit singh,2 years ago,"We had visited in evening on weekday. The place was packed and the service was very slow but the food quality is good, I would recommend you to not visit on holidays and weekends. Overall an average experience.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
dinesh parkar,a year ago,"Very slow service, concept somewhat similar to bbq nation or segree but taste wise not that brilliant food. Staff very helpful. The live counter is too smal",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Dhiren salunkhe,2 years ago,"3.5/5

Barbeque, main course options are good …",Response from the owner,2 years ago,"Dear Guest, Thank you for your valuable suggestion and we assure you that we are working on it. Warm Regards Team ABs"
Yogesh Patra,5 years ago,"Starters were good, service was epic maked and Manoj I suppose were taking care. But main course needs some serious work mutton was not cooked evenly most of the  pieces were rubbery, vegetarian except biryani and noodles all the dishes …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Ashish Indani (Dr. Ashish Indani),4 years ago,"Absolute barbeque is an English style lounge bar, which is located in a mid terrace of a hill top high-rise building. The views from the place are scenic and evening time twilight gives it a binge opulence of colours and environment. Inner …",,,
Karishma Sinha,3 years ago,"The food was good, however the place was quite crowded and there were no measures for social distancing. Plus it was overbooked and no measures to sanitize the tables after every customer. It would have been a better experience if we were not so scared about getting covid because of going to that restaurant.",,,
Dhruvi Lad,4 years ago,Overall Average buffet. Dessert were nice. Barbaque was average.,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Riyana Mehar,2 years ago,"Starters are good but everything- chicken, prawns, fish etc tastes the same. Would be really nice if they use different spices. …",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Purva Karandikar,2 years ago,We went on Tuesday night for dinner. The main course was excellent however we found that veg food was not that fresh. Jalebis were really good,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Ayan Shaikh,11 months ago,Mid. Burnt some of the food there. Sloppy service at times. But nice ambience,Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Key Meh,3 years ago,Service was delayed 15-20 min  and we also got the table late at 2 pm while we booked for 1:30. Veg food was not so great. Some deserts were good but some of them were not so great.,,,
mohd sharif,a year ago,"It's a nice place to visit with family and friends
Some of their starters are specially fish and prawns are good but for chicken chutney is needed to for spicy mouth",Response from the owner,a year ago,"Dear Guest, Thank you for your valuable suggestion and we assure you that we are working on it. Warm Regards Team ABs"
Nilesh Singh,4 years ago,"Spread is good for nonveg
Some of the better items will be...
Mutton Rogan gosh …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Enfield Life,4 years ago,Their concept is same as of Barbeque Nation. But according to me they didn't met the expectations. They were very slow with the starters and were not bringing it frequently. …,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Lisborn Lopes,4 years ago,Decent place. Only good as a one time thing. The menu is vast but not the quality of the food. A lot of variety in non-veg but the taste is very average.,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Ashish Dharwal,4 months ago,"Just Average, not better than Pirates of Grills.",,,
Ronica Roopak,4 years ago,"Buffet system  Good range of non veg, veg starters, and desserts. Ambience is average. The main course is not that tasty. Sizzlers were not that great. Tacos and pizza were okayish.",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Arshad Saudagar,3 years ago,"The taste can be better of certain things like veg starter like corn in bbq,mushroom and all..pasta would be better it was not of taste..desert was okay but icream was good.overall it was okay okay experience",,,
swetesh thale,3 years ago,"Good food
Average service",,,
Vikas Joseph,3 years ago,"Located in Powai with ample parking space. Though the prices are almost the same but is a poorer cousin of Barbecue Nation in both quality and presentation. With a bit more here and there, those frequenting BN may find it on a lower side. May like to visit once though.",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shashank Agarwal,4 years ago,Big name and no show. This place claims a lot but the quality of food is just average. I would recommend to eat vegetarian here and avoid non veg at any given cost.,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Nayeem Shaikh,4 years ago,Taste is not at par! Ambience is okay. If you want to try different varieties of Non veg items then this is the place but do t expect good taste.,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Khushna Patel,3 years ago,"I had a lot more of expectations from AB's, but when experienced, it was okay.
The food wasn't that great but if you want to enjoy the ambiance for once, you can give it a try.",,,
AL-QASWA TOURS & TRAVELS,3 years ago,"Food was very good
But pizza machine was not working
As well as there was no option for burgers too …",,,
Ashish Sharma,2 years ago,"They tried to be barbeque nation but couldn't reach. Food is ok ok, don't try the exotic dishes, it's a waste. The cooling doesn't really work. And I really hate the embarrassing song and clap routine when wishing someone Birthday.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sharmila Shetty,2 years ago,"Took guests for a birthday celebration. The starters and live counters were good, the main course was awful ,desserts were passable. Will not visit again.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Girija Shankar Swain,a year ago,"Food is more than average.
But grilled items are really worth it.
Service is average. …",Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
vaibhav tushar,4 years ago,Heard a lot about ABs.  However taste was ok.  Too much spicy for many's liking. Good thing was opportunity to taste rabbit. Live sea food and pizza counters were good.,,,
Chirag Kochar,5 years ago,"Food was good..
But I would suggest to avoid visiting this place on weekends as it's usually very crowded, so you won't be able to enjoy your buffet much because of crunchy time slots..",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Soonali satish Kolte,3 years ago,"Spread is extensive but starters were not fresh,.I felt they were reheated. Taste wise barbeque nation is better. If you are health conscious then avoid. Calorie part is better taken care by Barbeque nation.",,,
Khushbu Fadke,2 years ago,This time im very disappointed...no variety n chicken lollipop was not cooked properly... …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sravanti Sumanth,a year ago,Didn't like the taste of the food salt was bit more but desserts was good,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
sagar pingle,4 years ago,"Ok ok food taste wise.
Exotic food serving is not fresh,
They serve in spoons. At a yime u get 3 spoons of exotic food mixed 2 more spoons of rice or noodles",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Maureen Fernandes,4 years ago,It was okay. I'm not a huge fan of all you can eat buffets. This place did have some interesting exotic non veg options...but apart from that not very different from other barbecue buffet places...,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Ashish Shetye,3 years ago,"Good quantity of food and nice spread, but waiters keeps on asking for constant feedback which is irritating....rest all is good...don't miss paan ice-cream, valet parking available",,,
Ravindra awate,3 years ago,"Not as Good as I thought test was ok ok. Vegetarian please don't visit u don't have many options, only for bhukkad people who look for quantity not for quality 😅🤪 …",,,
Madhu Laljeet,2 years ago,I had been here for a birthday celebration...It's a good place with nice ambiance...but I think BBQ is better...this place serves exotic meat so if someone wants to taste that thn they should try this place,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Prathamesh Patil,4 years ago,Very nice place. So many varieties and good service. Make sure u have advance booking before u go.,,,
Shubham Kumar,2 years ago,"Food was average , spicy on taste pallets too noisy but the Waiters were courteous and humble and Provided best service in class",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
akshata madav,2 years ago,They kept us wait like for an hour but food is good... Ambience is also good. But service is too late...,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
anil kulye,2 years ago,Not that great experience. Food quality is not upto the mark as expected. Service could have been better,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Jude Dsouza,2 years ago,"The starters were excellent
The main course buffet however was not up to the mark.
Even the Dessert dint strike the mark",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Swapna Alexis,4 years ago,"Serving takes a lot of time. We feel unattended. Also, waiters lack class to suit the ambience of the place. …",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Pratik Chopade,2 years ago,"Best for buffet. But they should work on chaats like shev puri etc , and pizzas was like we made at home. Starters was tasty.",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Amol Zapade,2 years ago,When I visited it was overcrowded hence staff was unable to handle the orders. Live counters except chat and desserts are not up to the mark at all. Had to literally chase the servers to replace the skewers and starters.,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
G V Sandeep,2 years ago,Good staff but the options for vegetarians very limited and not that great in taste,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Chintan Shah,a year ago,Too crowded and so had to compromise of service.. few items of menu where not made available..,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Sreenivasu P,6 months ago,it looks very nice and peacefull place,,,
Nadiya Philip,2 years ago,Food was mostly average. Jalebis and Gulab Jamun were really good. Good service.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Gladwin Dsouza,4 years ago,It's an Ok place. Still yet to get well organised and fix issues in their menu. Food is just average,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Sonam Makhija,5 years ago,Good place compared to barbeQue nation and Sigree...However don't expect anything close to global fusion lunch or dinner...if u r a global fusion fan den not sure if u like this.,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
sagar pamu,3 years ago,"Decent quality not as per expectations
Main course could have better
Starters and desserts are much better",,,
kartikey lahim,4 years ago,"Although there was good variety, food quality was not upto mark... Even veg starters were very limited",Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Tahseen Saba,2 years ago,Buffet is good but the place is too compact and a bit overcrowded at times. But overall experience was good.,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
sahil agarwal,2 years ago,Service is really slow when it is full and the reason they give us ir takes time to prepare nonveg dish and have one grill only.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Venkatesh E,3 years ago,Food taste needs to be upgraded.. ambience is good but food leaves lot to be desired.,,,
Rohit Dayal,2 years ago,"Overall decent food good variety, good quality.
Overall I would say 7/10.",Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
My Life My Memories,2 years ago,In my opinion the taste of each food not up to the mark but little bit ok ok.,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Aniket Sawant,a year ago,Lot of Variety in Food and Deserts. The taste of food could have been better.,Response from the owner,a year ago,"Dear Guest, That was an awesome review! Thank you so much for your feedback and your valuable suggestion and we assure you that we are working on it. Our efficient team and impeccable services are always ready to give you an exceptional …"
Dr Sagar,3 years ago,"Average place
Back entrance
No proper entry …",,,
Raviranjan Shah,3 years ago,"Ambience in great
Seafood is a must try
I didn't like any chicken items
Dessert was also okok",Response from the owner,3 years ago,"Dear Guest,
Thank you for sharing your feedback. We are sorry that your experience was not an amazing one, we strive to provide the best experience we can for our …"
Rohit Seth,a year ago,Slow service. Average veg food. Decent non veg,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. We have noted your concern and we will work upon your complaint on a priority. Thank you for bringing this to our attention! Warm Regards Team ABs"
Mazhar Shaikh,3 years ago,"Service quality very poor, many dishes unavailable, grilled food cold and tasteless",,,
Adlee Crasta,2 years ago,Food was decent n Ambience as well. Feel its is a bit overpriced for the spread.,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Siddheswar Samanta,4 years ago,Service needs to be better. Welcome drink after much delay and reminder. Similarly other things too,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Taher Sayarwala,4 years ago,Good place but not good drinks and also few people serving the food make us feel annoyed,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Aditya Panchal,3 years ago,Service was not so good and food quality was ok but ok for this price,,,
ram jaluka,3 years ago,"Leg piece were not fresh.

Management needs to handle table better",,,
Asha Sule,4 years ago,Extremely conjested seating...over crowded..food was not at par with Barbeque Nation or Bombay Barbeque,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Harish Lohani,a year ago,Ok place..there are better options in Powai..,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Sameer Pawar,3 years ago,"Ok type food, can't match with BBQ.",,,
Prashant Singh,a year ago,Good,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
chetan tandel,2 years ago,Vast variety of food. But mazza nahi aaya,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
Ujwala Poojary,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Sameer Enjapuri,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
jyoti chavan,2 years ago,,Response from the owner,2 years ago,"“Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
priya banerjee,4 years ago,,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
Ashish Vairagar,5 years ago,,Response from the owner,4 years ago,"Hi,

We regret the inconvenience you had to face. For better assistance request you …"
YARUSHA DHANAWADE,3 years ago,,,,
Akshay Satardekar,3 years ago,,,,
Andrea Mary Fernandes,3 years ago,,,,
Amit Bodke,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Rakesh Vishwakarma,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Chaitali Bothre,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Rohit Chipkar,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Atita Shetty,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
SAGAR SARKAR,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Manish Solanki,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Hamiz Shaikh (Hamiz MTB),a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Prakhar Saxena,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Murtaza Arsiwala,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
vivek doke,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Jimish Kareliya,a year ago,,,,
mihir vora,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Priyanka Kamble,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
shruti verma,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Sonali Badad,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Harshad Lodiwale,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Rohan Singh,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
sreejith nair,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Poonam Keni,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Malcolm D,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Ashish Vichare,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Soumya Parhi,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Yatish Sharma,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
avinash kakade,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Hiral Soni,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Niraj salian,3 years ago,Eight,,,
Jonathan Thomas,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Carol Moras,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Mehmood Khan,3 years ago,God,,,
crilsunil,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
arlyn george,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
kuntal surana,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Nikita Jhabak,a year ago,,Response from the owner,a year ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Parul Prajapati,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Rohan Gawas,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
surekha patole,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Avdhut Pure,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Rukaiya Sayed,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
R K,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Harshil Jethva,2 years ago,,Response from the owner,2 years ago,We are grateful that you took the time out to leave us a review. Your feedback helps us to improve service for everyone …
FARHAN DANDANE,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Vikas Palve,2 years ago,,Response from the owner,2 years ago,"Dear Guest, Thank you for sharing your valuable review, in case you have any suggestions or complaints related to your previous visit, Kindly contact us on wecare@absolute-barbecue.com to get in touch with you to provide the best resolution. Warm Regards Team ABs"
Javed Shaikh,2 years ago,,,,
shreyash shenoy,2 years ago,,Response from the owner,2 years ago,"Hi,

Thank you for taking the time to provide a rating. Your ratings are valued …"
payal mistry,2 years ago,,,,
Rocky Bhalerao,2 years ago,,Response from the owner,2 years ago,We are grateful that you took the time out to leave us a review. Your feedback helps us to improve service for everyone …
Abhishek Narayan Singh,2 years ago,,,,
Srikanth Nair,2 years ago,,Response from the owner,2 years ago,We are grateful that you took the time out to leave us a review. Your feedback helps us to improve service for everyone …
SHIRLY GONSALVES,2 years ago,,Response from the owner,2 years ago,We are grateful that you took the time out to leave us a review. Your feedback helps us to improve service for everyone …
